id,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,Unemployment,YouthUnemployment,LongTermUnemployment,FemaleUnemployment,OtherDependentVar,LaggedEPL,OECDMethodologyIndex,LawBased,SurveyBased,EFWIndex,EPLtype,InteractedEPL,CrossSection,CountryFixedEffects,StartYearData,EndYearData,PostCrisisData,YearAverage,OECDCountriesOnly,NonOECDcountries,MixofCountries,OLS,GMM,FGLS,IV,OtherEstimator,JournalName,LaborJournal,YearofPublication,Primary,Crossauthor,Prior,UBR,TaxWedge,GDPgrowth,ACCU,RealInterestRate,ProductMarketRegulation,NonFeldmann
2,Avdagic and Salardi 2013,1,0.087,0.12,0.725,448,382,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1980,2006,0,0,0,0,1,1,0,0,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,-0.05,0.138,-0.362318841,451,376,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1980,2006,0,0,0,0,1,0,0,1,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,0.26,0.181,1.436464088,451,377,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1980,2006,0,0,0,0,1,1,0,0,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,0.047,0.148,0.317567568,451,370,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1980,2006,0,0,0,0,1,0,0,1,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,0.292,0.187,1.561497326,451,371,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1980,2006,0,0,0,0,1,1,0,0,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,-0.097,0.133,-0.729323308,440,365,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1980,2006,0,0,0,0,1,0,0,1,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,0.179,0.209,0.85645933,440,366,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1980,2006,0,0,0,0,1,1,0,0,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,-0.021,0.144,-0.145833333,440,359,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1980,2006,0,0,0,0,1,0,0,1,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
2,Avdagic and Salardi 2013,1,0.224,0.213,1.051643192,440,360,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1980,2006,0,0,0,0,1,1,0,0,0,0,Socio-Economic Review,0,2013,0,1,0,1,1,1,0,1,0,1
3,Bassanini and Duval 2006,1,-0.31,0.316326531,-0.98,434,384,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.2,0.363636364,-0.55,434,382,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,1.28,0.514056225,2.49,434,384,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.45,0.208333333,-2.16,434,384,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.03,0.375,0.08,398,348,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.01,0.5,0.02,398,346,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.61,0.401315789,-1.52,434,382,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,1,1,1
3,Bassanini and Duval 2006,1,-0.51,0.418032787,-1.22,434,381,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,1,1,1
3,Bassanini and Duval 2006,1,-0.538,0.33836478,-1.59,434,382,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.36,0.324324324,-1.11,434,382,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.402,0.343589744,-1.17,434,380,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.303,0.325806452,-0.93,434,379,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.814,0.353913043,-2.3,434,379,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.38,0.156378601,2.43,434,401,1,0,0,0,0,0,1,0,0,0,OECD,1,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.47,0.137026239,3.43,434,403,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.013,0.433333333,0.03,217,166,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.892,1.575971731,-0.566,217,167,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.566,0.500884956,-1.13,217,165,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.746,0.565151515,-1.32,217,165,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,0,0,0,1,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.177,0.354,-0.5,332,281,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,0.011,0.366666667,0.03,332,281,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,0,0,0,1,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.117,0.325,-0.36,332,280,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,1,0,0,0,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
3,Bassanini and Duval 2006,1,-0.064,0.4,-0.16,332,280,1,0,0,0,0,0,1,0,0,0,OECD,0,0,1,1982,2003,0,0,1,0,0,0,0,0,1,0,OECD Economic Studies,0,2006,0,1,0,1,1,0,0,0,1,1
4,Belot and van Ours 2001,1,-0.1,0.333333333,-0.3,119,86,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Journal of the Japanese and International Economies,0,2001,0,0,0,1,0,0,0,0,0,1
4,Belot and van Ours 2001,1,-0.34,0.113333333,-3,119,112,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Journal of the Japanese and International Economies,0,2001,0,0,0,1,0,0,0,0,0,1
4,Belot and van Ours 2001,1,-0.16,0.32,-0.5,119,85,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,1,1960,1999,0,1,1,0,0,1,0,0,0,0,Journal of the Japanese and International Economies,0,2001,0,0,0,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.04,0.011111111,-3.6,136,128,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,0,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.04,0.021052632,-1.9,136,111,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,1,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.02,0.011764706,-1.7,136,119,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,0,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.03,0.03,-1,136,102,1,0,0,0,0,0,0,1,0,0,LawBased,0,0,1,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.08,0.057142857,-1.4,136,99,1,0,0,0,0,0,0,1,0,0,LawBased,1,0,1,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
5,Belot and van Ours 2004,1,-0.02,0.025,-0.8,136,99,1,0,0,0,0,0,0,1,0,0,LawBased,1,0,1,1960,2001,0,1,1,0,0,1,0,0,0,0,Oxford Economic Papers,0,2004,0,1,1,1,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-0.182,0.075518672,-2.41,824,723,1,0,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-0.272,0.102641509,-2.65,838,737,1,0,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,0.002,0.2,0.01,632,531,1,0,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-0.494,0.224545455,-2.2,682,581,0,1,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-0.124,0.185074627,-0.67,666,565,0,1,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-0.23,0.821428571,-0.28,492,391,0,1,0,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,0.888,0.657777778,1.35,482,381,0,0,1,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-1.415,0.609913793,-2.32,402,301,0,0,1,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
6,Bernal-Verdugo et al. 2012,-1,-2.328,1.445962733,-1.61,273,172,0,0,1,0,0,0,0,0,0,1,EFWI,0,0,1,1985,2008,0,0,0,0,1,1,0,0,0,0,Comparative Economic Studies,0,2012,1,0,0,0,0,0,0,0,0,1
7,Feldmann 2006a,1,0.22,0.458333333,0.48,105,76,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.34,0.472222222,0.72,105,76,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.44,0.463157895,0.95,105,76,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.31,0.449275362,0.69,105,76,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.05,0.5,0.1,105,76,1,0,0,0,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,1.3,0.622009569,2.09,105,76,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,1.3,0.643564356,2.02,105,76,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,1.56,0.629032258,2.48,105,76,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,1.39,0.599137931,2.32,105,76,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,1.13,0.693251534,1.63,105,76,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.66,0.929577465,0.71,104,75,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.6,0.923076923,0.65,104,75,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.66,0.942857143,0.7,104,75,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.81,0.941860465,0.86,104,75,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
7,Feldmann 2006a,1,0.12,0.923076923,0.13,104,75,0,0,0,1,0,0,1,0,0,0,OECD,0,0,0,1985,2002,0,0,1,0,0,0,0,1,0,0,Public Choice,0,2006,0,0,0,1,1,0,0,0,0,0
